genre1,genre2,years_together,first_year,last_year
east coast hip hop,motown,1,2003,2003
east coast hip hop,neo mellow,8,2002,2015
east coast hip hop,neo soul,2,2003,2004
east coast hip hop,neon pop punk,1,2007,2007
east coast hip hop,nu metal,1,2006,2006
east coast hip hop,nyc rap,2,2005,2009
east coast hip hop,permanent wave,1,2003,2003
east coast hip hop,philly rap,1,2003,2003
east coast hip hop,pinoy hip hop,1,2015,2015
east coast hip hop,pop,6,2002,2011
east coast hip hop,pop house,1,2002,2002
east coast hip hop,pop rap,1,2007,2007
east coast hip hop,pop rock,2,2011,2015
east coast hip hop,post-teen pop,1,2009,2009
east coast hip hop,r&b,1,2002,2002
east coast hip hop,reggae fusion,2,2009,2015
east coast hip hop,romanian pop,1,2011,2011
east coast hip hop,scorecore,1,2015,2015
east coast hip hop,soca,1,2004,2004
east coast hip hop,viral trap,1,2015,2015
edm,-,1,2012,2012
edm,acoustic pop,1,2012,2012
edm,afro dancehall,1,2016,2016
edm,alternative dance,1,2013,2013
edm,alternative r&b,2,2012,2017
edm,art pop,1,2013,2013
edm,australian country,1,2017,2017
edm,australian dance,1,2012,2012
edm,australian pop,1,2017,2017
edm,bergen indie,1,2012,2012
edm,bmore,1,2015,2015
edm,boy band,3,2012,2018
edm,british soul,2,2012,2017
edm,brostep,1,2015,2015
edm,cali rap,1,2015,2015
edm,canadian hip hop,1,2012,2012
edm,canadian pop,2,2011,2015
edm,ccm,1,2019,2019
edm,chamber pop,1,2013,2013
edm,chicago rap,3,2012,2017
edm,comic,1,2013,2013
edm,complextro,3,2016,2018
edm,conscious hip hop,2,2012,2016
edm,crunk,2,2015,2018
edm,deep groove house,1,2015,2015
edm,detroit hip hop,1,2014,2014
edm,dfw rap,1,2016,2016
edm,dirty south rap,1,2017,2017
edm,electro,2,2016,2017
edm,electropop,2,2014,2015
edm,emo,1,2013,2013
edm,emo rap,1,2017,2017
edm,florida rap,1,2019,2019
edm,folk-pop,2,2012,2015
edm,francoton,1,2017,2017
edm,g funk,2,2012,2014
edm,gangster rap,1,2012,2012
edm,hip hop,1,2013,2013
edm,house,1,2016,2016
edm,houston rap,1,2015,2015
edm,indie folk,1,2015,2015
edm,indie pop,1,2015,2015
edm,la indie,1,2013,2013
edm,modern alternative rock,3,2012,2016
edm,modern rock,2,2012,2016
edm,nashville indie,1,2013,2013
edm,neo mellow,2,2013,2016
edm,permanent wave,2,2012,2017
edm,pinoy hip hop,2,2015,2016
edm,pop,1,2012,2012
edm,pop punk,1,2017,2017
edm,pop rock,1,2012,2012
edm,r&b,1,2014,2014
edm,reggae fusion,1,2015,2015
edm,scorecore,1,2015,2015
edm,trap music,2,2017,2018
edm,uk funky,1,2016,2016
edm,uk pop,1,2013,2013
electro,alternative dance,1,2013,2013
electro,alternative r&b,2,2013,2017
electro,art pop,1,2013,2013
electro,australian country,2,2013,2017
electro,australian pop,1,2017,2017
electro,bass trap,1,2013,2013
electro,british soul,1,2017,2017
electro,candy pop,1,2013,2013
electro,celtic rock,1,2013,2013
electro,chamber pop,1,2013,2013
electro,chicago rap,1,2017,2017
electro,comic,1,2013,2013
electro,complextro,2,2016,2017
electro,conscious hip hop,1,2016,2016
electro,dfw rap,1,2016,2016
electro,dirty south rap,1,2017,2017
electro,edm,1,2013,2013
electro,emo,1,2013,2013
electro,emo rap,1,2017,2017
electro,folk-pop,1,2013,2013
electro,francoton,1,2017,2017
electro,hip hop,1,2013,2013
electro,hip pop,1,2013,2013
electro,la indie,1,2013,2013
electro,modern alternative rock,1,2016,2016
electro,modern rock,1,2016,2016
electro,nashville indie,1,2013,2013
electro,neo mellow,1,2013,2013
electro,permanent wave,1,2017,2017
electro,pinoy hip hop,1,2016,2016
electro,trap music,1,2017,2017
electro,uk pop,1,2013,2013
electropop,-,4,2012,2021
electropop,acoustic pop,2,2009,2012
electropop,adult standards,1,2021,2021
electropop,afro dancehall,1,2016,2016
electropop,alternative metal,2,2009,2012
electropop,alternative r&b,2,2012,2017
electropop,atl hip hop,2,2012,2020
electropop,australian country,2,2017,2021
electropop,australian dance,1,2012,2012
electropop,australian pop,3,2012,2019
electropop,baroque pop,1,2019,2019
electropop,bergen indie,1,2012,2012
electropop,bmore,1,2019,2019
electropop,boy band,5,2012,2021
electropop,british soul,3,2012,2017
electropop,brostep,3,2019,2021
electropop,cali rap,2,2019,2020
electropop,canadian contemporary r&b,1,2020,2020
electropop,canadian hip hop,5,2012,2021
electropop,canadian pop,4,2009,2019
electropop,ccm,1,2019,2019
electropop,chicago drill,1,2020,2020
electropop,chicago rap,6,2012,2021
electropop,colombian pop,2,2009,2021
electropop,complextro,2,2016,2017
electropop,conscious hip hop,3,2012,2019
electropop,contemporary country,2,2012,2016
electropop,country rap,3,2019,2021
electropop,crunk,1,2021,2021
electropop,deep pop r&b,2,2009,2012
electropop,detroit hip hop,2,2014,2020
electropop,dfw rap,4,2016,2020
electropop,dirty south rap,3,2016,2019
electropop,east coast hip hop,1,2020,2020
electropop,edm,4,2012,2019
electropop,electro,2,2016,2017
electropop,emo,1,2009,2009
electropop,emo rap,2,2017,2019
electropop,escape room,1,2021,2021
electropop,florida rap,2,2017,2019
electropop,folk-pop,1,2012,2012
electropop,francoton,1,2017,2017
electropop,g funk,2,2012,2014
electropop,gangster rap,3,2009,2016
electropop,garage rock,1,2009,2009
electropop,gauze pop,1,2021,2021
electropop,hip hop,2,2019,2020
electropop,hollywood,1,2019,2019
electropop,house,1,2016,2016
electropop,indie pop,2,2012,2017
electropop,indie pop rap,1,2009,2009
electropop,k-pop,1,2020,2020
electropop,latin,3,2017,2020
electropop,metropopolis,1,2019,2019
electropop,miami hip hop,1,2016,2016
electropop,modern alternative rock,2,2012,2016
electropop,modern rock,2,2012,2016
electropop,neo mellow,2,2009,2016
electropop,nyc rap,1,2009,2009
electropop,permanent wave,2,2012,2017
electropop,pinoy hip hop,1,2016,2016
electropop,pop,2,2012,2020
electropop,pop punk,2,2016,2017
electropop,pop rock,2,2012,2016
electropop,r&b,1,2014,2014
electropop,rap,4,2017,2021
electropop,rap conscient,1,2020,2020
electropop,reggae fusion,2,2009,2019
electropop,reggaeton,1,2019,2019
electropop,trap music,3,2017,2020
electropop,uk funky,1,2016,2016
electropowerpop,-,1,2008,2008
electropowerpop,bassline,1,2008,2008
electropowerpop,contemporary country,1,2008,2008
electropowerpop,florida rap,1,2008,2008
electropowerpop,idol,1,2008,2008
electropowerpop,permanent wave,1,2008,2008
electropowerpop,pop,1,2008,2008
emo,-,1,2015,2015
emo,acoustic pop,1,2006,2006
emo,alabama rap,1,2007,2007
emo,album rock,1,2015,2015
emo,alternative dance,1,2013,2013
emo,alternative hip hop,1,2006,2006
emo,alternative rock,2,2006,2007
emo,art pop,1,2013,2013
emo,atl hip hop,2,2006,2015
emo,australian dance,1,2015,2015
emo,australian pop,1,2007,2007
emo,baroque pop,1,2006,2006
emo,big room,1,2015,2015
emo,bmore,1,2015,2015
emo,boy band,1,2015,2015
emo,british soul,2,2007,2015
emo,brostep,1,2015,2015
emo,bubblegum dance,1,2006,2006
emo,cali rap,2,2006,2015
emo,canadian latin,2,2006,2007
emo,canadian pop,3,2007,2015
emo,chicago rap,2,2006,2007
emo,colombian pop,2,2006,2009
emo,comic,1,2013,2013
emo,contemporary country,2,2006,2015
emo,crunk,1,2015,2015
emo,deep groove house,1,2015,2015
emo,detroit hip hop,2,2006,2007
emo,dirty south rap,1,2007,2007
emo,east coast hip hop,2,2006,2015
emo,edm,1,2015,2015
emo,electropop,1,2015,2015
emo,folk-pop,1,2015,2015
emo,g funk,1,2007,2007
emo,gangster rap,4,2006,2015
emo,garage rock,2,2009,2010
emo,ghanaian hip hop,1,2015,2015
emo,glam metal,1,2006,2006
emo,hip hop,2,2006,2007
emo,hip pop,1,2007,2007
emo,houston rap,1,2015,2015
emo,idol,1,2006,2006
emo,indie folk,1,2015,2015
emo,indie pop,1,2015,2015
emo,la indie,1,2013,2013
emo,latin,2,2006,2015
emo,modern alternative rock,1,2015,2015
emo,modern rock,2,2006,2007
emo,nashville indie,1,2013,2013
emo,neo mellow,3,2006,2015
emo,nu metal,1,2006,2006
emo,nyc rap,1,2009,2009
emo,pinoy hip hop,1,2015,2015
emo,pop,2,2006,2007
emo,pop rap,1,2007,2007
emo,pop rock,1,2015,2015
emo,r&b,1,2006,2006
emo,reggae fusion,2,2009,2015
emo,scorecore,1,2015,2015
emo,uk pop,1,2013,2013
emo,viral trap,1,2015,2015
emo rap,-,1,2018,2018
emo rap,alternative r&b,1,2017,2017
emo rap,australian country,1,2017,2017
emo rap,australian pop,1,2017,2017
emo rap,boy band,1,2018,2018
emo rap,british soul,1,2017,2017
emo rap,brostep,1,2018,2018
emo rap,canadian hip hop,1,2018,2018
emo rap,canadian pop,1,2018,2018
emo rap,ccm,1,2019,2019
emo rap,chicago rap,1,2018,2018
emo rap,complextro,2,2017,2018
emo rap,contemporary country,1,2018,2018
emo rap,crunk,1,2018,2018
emo rap,dirty south rap,1,2017,2017
emo rap,edm,2,2018,2019
emo rap,florida rap,1,2019,2019
emo rap,francoton,2,2017,2018
emo rap,indie pop,1,2018,2018
emo rap,indie r&b,1,2018,2018
emo rap,latin,1,2018,2018
emo rap,metropopolis,1,2018,2018
emo rap,permanent wave,1,2017,2017
emo rap,pop rap,1,2018,2018
emo rap,reggaeton,1,2018,2018
emo rap,trap music,2,2017,2018
escape room,-,1,2021,2021
escape room,adult standards,1,2021,2021
escape room,australian country,1,2021,2021
escape room,colombian pop,1,2021,2021
escape room,florida rap,1,2022,2022
eurodance,-,1,2000,2000
eurodance,acoustic pop,2,2000,2002
eurodance,alaska indie,1,2002,2002
eurodance,alternative hip hop,2,2000,2002
eurodance,alternative metal,1,2000,2000
eurodance,alternative rock,1,2000,2000
eurodance,atl hip hop,1,2000,2000
eurodance,australian pop,1,2000,2000
eurodance,blues-rock,1,2000,2000
eurodance,boy band,1,2002,2002
eurodance,bubblegum dance,1,2000,2000
eurodance,canadian latin,1,2002,2002
eurodance,chicago rap,1,2000,2000
eurodance,colombian pop,1,2002,2002
eurodance,conscious hip hop,2,2000,2002
eurodance,country,1,2000,2000
eurodance,crunk,2,2000,2002
eurodance,dancehall,1,2002,2002
eurodance,deep latin christian,1,2000,2000
eurodance,deep pop r&b,1,2000,2000
eurodance,detroit hip hop,1,2000,2000
eurodance,dirty south rap,1,2000,2000
eurodance,east coast hip hop,1,2000,2000
eurodance,folk-pop,1,2002,2002
eurodance,g funk,1,2000,2000
eurodance,gangster rap,1,2002,2002
eurodance,girl group,1,2000,2000
eurodance,gospel,1,2000,2000
eurodance,hip hop,1,2000,2000
eurodance,hip pop,1,2000,2000
eurodance,latin,1,2000,2000
eurodance,modern rock,1,2002,2002
eurodance,neo mellow,1,2002,2002
eurodance,neo soul,1,2000,2000
eurodance,permanent wave,1,2000,2000
eurodance,pop house,1,2002,2002
eurodance,r&b,1,2002,2002
europop,acoustic pop,2,2002,2003
europop,alaska indie,2,2002,2003
europop,alternative hip hop,2,2002,2003
europop,alternative rock,1,2002,2002
europop,australian pop,1,2003,2003
europop,battle rap,1,2003,2003
europop,blues-rock,1,2003,2003
europop,boy band,1,2002,2002
europop,british soul,1,2003,2003
europop,canadian latin,1,2002,2002
europop,chicago rap,1,2003,2003
europop,chicano rap,1,2003,2003
europop,colombian pop,1,2002,2002
europop,conscious hip hop,1,2002,2002
europop,crunk,1,2002,2002
europop,dancehall,2,2002,2003
europop,detroit hip hop,1,2003,2003
europop,eurodance,1,2002,2002
europop,folk rock,1,2003,2003
europop,folk-pop,2,2002,2003
europop,funk,1,2003,2003
europop,gangster rap,1,2002,2002
europop,idol,1,2003,2003
europop,modern rock,1,2002,2002
europop,neo mellow,1,2002,2002
europop,pop house,1,2002,2002
europop,r&b,1,2002,2002
florida rap,-,1,2008,2008
florida rap,alternative r&b,1,2017,2017
florida rap,australian country,1,2017,2017
florida rap,australian pop,1,2017,2017
florida rap,bassline,1,2008,2008
florida rap,british soul,1,2017,2017
florida rap,ccm,1,2019,2019
florida rap,chicago rap,1,2017,2017
florida rap,complextro,1,2017,2017
florida rap,contemporary country,1,2008,2008
florida rap,dirty south rap,1,2017,2017
florida rap,edm,1,2017,2017
florida rap,electro,1,2017,2017
florida rap,electropop,1,2023,2023
florida rap,emo rap,1,2017,2017
florida rap,francoton,1,2017,2017
florida rap,idol,1,2008,2008
florida rap,indie pop,1,2017,2017
florida rap,permanent wave,2,2008,2017
florida rap,pop,1,2008,2008
florida rap,pop punk,1,2017,2017
florida rap,trap music,1,2017,2017
folk rock,acoustic pop,1,2003,2003
folk rock,alternative hip hop,1,2003,2003
folk rock,australian pop,1,2003,2003
folk rock,battle rap,1,2003,2003
folk rock,blues-rock,1,2003,2003
folk rock,british soul,2,2003,2011
folk rock,canadian pop,1,2011,2011
folk rock,chicago rap,1,2003,2003
folk rock,chicano rap,1,2003,2003
folk rock,dancehall,1,2003,2003
folk rock,detroit hip hop,1,2003,2003
folk rock,edm,1,2011,2011
folk rock,folk-pop,1,2003,2003
folk rock,funk,1,2003,2003
folk rock,idol,1,2003,2003
folk rock,latin,1,2011,2011
folk rock,pop rock,1,2011,2011
folk rock,romanian pop,1,2011,2011
folk-pop,-,1,2012,2012
folk-pop,acoustic pop,4,2002,2012
folk-pop,alaska indie,1,2002,2002
folk-pop,alternative dance,1,2013,2013
folk-pop,alternative hip hop,2,2002,2006
folk-pop,alternative metal,1,2006,2006
folk-pop,alternative r&b,2,2012,2013
folk-pop,alternative rock,1,2006,2006
folk-pop,art pop,1,2013,2013
folk-pop,atl hip hop,1,2006,2006
folk-pop,australian country,2,2004,2013
folk-pop,australian dance,1,2012,2012
folk-pop,baroque pop,1,2006,2006
folk-pop,bass trap,1,2013,2013
folk-pop,bergen indie,1,2012,2012
folk-pop,blues-rock,2,2003,2004
folk-pop,bmore,1,2015,2015
folk-pop,boy band,1,2002,2002
folk-pop,british soul,2,2003,2012
folk-pop,brostep,1,2015,2015
folk-pop,bubblegum dance,1,2006,2006
folk-pop,cali rap,1,2006,2006
folk-pop,canadian hip hop,1,2012,2012
folk-pop,canadian latin,2,2002,2006
folk-pop,candy pop,1,2013,2013
folk-pop,celtic rock,1,2013,2013
folk-pop,chamber pop,1,2013,2013
folk-pop,chicago rap,3,2003,2012
folk-pop,chicano rap,1,2003,2003
folk-pop,colombian pop,2,2002,2006
folk-pop,comic,1,2013,2013
folk-pop,conscious hip hop,1,2012,2012
folk-pop,contemporary country,1,2006,2006
folk-pop,crunk,1,2006,2006
folk-pop,detroit hip hop,1,2006,2006
folk-pop,dirty south rap,2,2004,2006
folk-pop,east coast hip hop,1,2006,2006
folk-pop,edm,1,2013,2013
folk-pop,electropop,1,2015,2015
folk-pop,emo,2,2006,2013
folk-pop,g funk,2,2006,2012
folk-pop,gangster rap,2,2006,2012
folk-pop,glam metal,1,2006,2006
folk-pop,hip hop,2,2006,2013
folk-pop,idol,2,2003,2006
folk-pop,irish rock,1,2006,2006
folk-pop,la indie,1,2013,2013
folk-pop,latin,1,2006,2006
folk-pop,modern alternative rock,1,2012,2012
folk-pop,modern rock,3,2002,2012
folk-pop,nashville indie,1,2013,2013
folk-pop,neo mellow,2,2006,2013
folk-pop,neo soul,1,2004,2004
folk-pop,nu metal,1,2006,2006
folk-pop,permanent wave,1,2012,2012
folk-pop,pinoy hip hop,1,2015,2015
folk-pop,pop,1,2006,2006
folk-pop,pop rock,1,2012,2012
folk-pop,r&b,1,2006,2006
folk-pop,scorecore,1,2015,2015
folk-pop,soca,1,2004,2004
folk-pop,uk pop,1,2013,2013
francoton,alternative r&b,1,2017,2017
francoton,australian country,1,2017,2017
francoton,australian pop,1,2017,2017
francoton,boy band,1,2018,2018
francoton,british soul,1,2017,2017
francoton,complextro,2,2017,2018
francoton,crunk,1,2018,2018
francoton,dirty south rap,1,2017,2017
francoton,edm,1,2018,2018
francoton,permanent wave,1,2017,2017
francoton,trap music,2,2017,2018
funk,-,1,2000,2000
funk,acoustic pop,2,2000,2003
funk,alternative hip hop,1,2000,2000
funk,alternative metal,1,2000,2000
funk,alternative rock,1,2000,2000
funk,atl hip hop,1,2000,2000
funk,australian pop,2,2000,2003
funk,blues-rock,2,2000,2003
funk,british soul,1,2003,2003
funk,bubblegum dance,1,2000,2000
funk,chicago rap,2,2000,2003
funk,chicano rap,1,2003,2003
funk,conscious hip hop,1,2000,2000
funk,country,1,2000,2000
funk,crunk,1,2000,2000
funk,dancehall,1,2003,2003
funk,deep latin christian,1,2000,2000
funk,deep pop r&b,1,2000,2000
funk,detroit hip hop,1,2000,2000
funk,dirty south rap,1,2000,2000
funk,east coast hip hop,1,2000,2000
funk,eurodance,1,2000,2000
funk,folk-pop,1,2003,2003
funk,g funk,1,2000,2000
funk,girl group,1,2000,2000
funk,gospel,1,2000,2000
funk,hip hop,1,2000,2000
funk,hip pop,1,2000,2000
funk,idol,1,2003,2003
funk,latin,1,2000,2000
funk,neo soul,1,2000,2000
funk,permanent wave,1,2000,2000
g funk,-,2,2003,2008
g funk,acoustic pop,5,2000,2010
g funk,adult standards,1,2010,2010
g funk,alabama rap,1,2007,2007
g funk,alaska indie,1,2003,2003
g funk,alternative dance,1,2010,2010
g funk,alternative hip hop,4,2000,2006
g funk,alternative metal,5,2000,2010
g funk,alternative rock,4,2000,2010
g funk,atl hip hop,2,2003,2006
g funk,australian country,1,2004,2004
g funk,australian pop,3,2003,2010
g funk,baroque pop,1,2006,2006
g funk,bassline,1,2008,2008
g funk,baton rouge rap,1,2005,2005
g funk,battle rap,2,2003,2004
g funk,blues-rock,3,2000,2004
g funk,bounce,1,2004,2004
g funk,boy band,2,2003,2005
g funk,british soul,3,2003,2011
g funk,bubblegum dance,1,2006,2006
g funk,cali rap,1,2006,2006
g funk,canadian country,1,2003,2003
g funk,canadian hip hop,1,2010,2010
g funk,canadian latin,1,2006,2006
g funk,canadian pop,4,2003,2011
g funk,candy pop,1,2003,2003
g funk,cantautor,1,2005,2005
g funk,ccm,1,2004,2004
g funk,celtic,1,2004,2004
g funk,celtic rock,1,2010,2010
g funk,chicago rap,6,2000,2010
g funk,chicano rap,2,2003,2004
g funk,colombian pop,3,2005,2009
g funk,conscious hip hop,3,2000,2005
g funk,contemporary country,3,2006,2010
g funk,country,2,2000,2003
g funk,crunk,5,2000,2006
g funk,dancehall,2,2003,2004
g funk,deep latin christian,1,2000,2000
g funk,deep pop r&b,4,2000,2009
g funk,detroit hip hop,9,2000,2011
g funk,dirty south rap,7,2003,2011
g funk,east coast hip hop,3,2000,2006
g funk,edm,1,2011,2011
g funk,electropop,1,2009,2009
g funk,electropowerpop,1,2008,2008
g funk,emo,4,2005,2010
g funk,europop,1,2003,2003
g funk,florida rap,1,2008,2008
g funk,folk rock,2,2003,2011
g funk,folk-pop,2,2003,2004
g funk,funk,1,2003,2003
g funk,gangster rap,4,2004,2009
g funk,garage rock,2,2009,2010
g funk,glam metal,1,2006,2006
g funk,gospel,1,2000,2000
g funk,gospel r&b,2,2003,2004
g funk,hardcore hip hop,1,2004,2004
g funk,hip hop,5,2000,2009
g funk,hip pop,5,2003,2010
g funk,idol,3,2003,2008
g funk,indie pop,1,2010,2010
g funk,indie pop rap,1,2009,2009
g funk,indie rock,1,2005,2005
g funk,irish rock,1,2006,2006
g funk,latin,3,2000,2011
g funk,modern rock,2,2006,2009
g funk,motown,1,2003,2003
g funk,neo mellow,5,2003,2010
g funk,neo soul,3,2000,2004
g funk,nu metal,1,2006,2006
g funk,nyc rap,2,2005,2009
g funk,permanent wave,2,2003,2008
g funk,philly rap,1,2003,2003
g funk,pop,7,2004,2010
g funk,pop rap,3,2004,2010
g funk,pop rock,1,2011,2011
g funk,post-teen pop,2,2009,2010
g funk,r&b,3,2004,2010
g funk,reggae fusion,1,2009,2009
g funk,romanian pop,1,2011,2011
g funk,soca,1,2004,2004
gangster rap,-,2,2008,2012
gangster rap,acoustic pop,1,2002,2002
gangster rap,afro dancehall,1,2016,2016
gangster rap,alabama rap,1,2007,2007
gangster rap,alaska indie,1,2002,2002
gangster rap,album rock,1,2015,2015
gangster rap,alternative hip hop,1,2002,2002
gangster rap,alternative r&b,1,2012,2012
gangster rap,alternative rock,1,2007,2007
gangster rap,atl hip hop,1,2015,2015
gangster rap,australian country,1,2004,2004
gangster rap,australian dance,1,2012,2012
gangster rap,australian pop,1,2007,2007
gangster rap,bassline,1,2008,2008
gangster rap,bergen indie,1,2012,2012
gangster rap,big room,1,2015,2015
gangster rap,blues-rock,1,2004,2004
gangster rap,bmore,1,2015,2015
gangster rap,bounce,1,2004,2004
gangster rap,boy band,4,2002,2016
gangster rap,british soul,4,2007,2016
gangster rap,brostep,1,2015,2015
